iter	RMSE
188	4.065323632
189	4.055829236
190	4.031569263
191	4.005488337
192	3.988415042
193	3.973233851
194	3.959725562
195	3.933830648
196	3.918358486
197	3.895672367
198	3.862529377
199	3.843030758
200	3.819206045
201	3.802929401
202	3.784060647
203	3.763665043
204	3.743119798
205	3.724433707
206	3.709452649
207	3.694660291
208	3.677228261
209	3.659162319
210	3.644432555
211	3.62936598
212	3.612822942
213	3.577980968
214	3.565991938
215	3.536853659
216	3.523154324
217	3.497420486
218	3.479393462
219	3.457210765
220	3.433976743
221	3.416825529
222	3.395827188
223	3.376844544
224	3.358497895
225	3.346403231
226	3.338818542
227	3.315046799
228	3.294589985
229	3.28244856
230	3.266426897
231	3.254245815
232	3.23505914
233	3.216809799
234	3.199766434
235	3.18550182
236	3.176710908
237	3.163393525
238	3.148256849
239	3.128022738
240	3.118910714
241	3.108988738
242	3.09082284
243	3.072680121
244	3.059075014
245	3.045354172
246	3.022501103
247	3.012370479
248	2.999645026
249	2.985130098
250	2.971754033
251	2.959004128
252	2.940891202
253	2.927756925
254	2.92078414
255	2.903226645
256	2.889563972
257	2.869700703
258	2.86243309
259	2.842968659
260	2.832311432
261	2.808225046
262	2.794712594
263	2.779518547
264	2.767249315
265	2.756415266
266	2.744441178
267	2.733026069
268	2.716407685
269	2.709187141
270	2.700862461
271	2.687274093
272	2.667658967
273	2.651731974
274	2.64018869
275	2.627227511
276	2.615588455
277	2.602849084
278	2.593383956
279	2.582024907
280	2.56637799
281	2.549424505
282	2.539336843
283	2.527331991
284	2.51474272
285	2.503320191
286	2.491132375
287	2.474344498
288	2.464343033
289	2.449659911
290	2.436930725
291	2.421191194
292	2.407929484
293	2.393530727
294	2.381288517
295	2.372677145
296	2.363199544
297	2.350783912
298	2.333586347
299	2.328804062
300	2.318443509
301	2.307737583
302	2.296115714
303	2.287846148
304	2.276563454
305	2.265281403
306	2.251577149
307	2.237349371
308	2.233967214
309	2.226200778
310	2.215446856
311	2.208544407
312	2.201579065
313	2.197820548
314	2.186609206
315	2.176373233
316	2.165811958
317	2.156959928
318	2.148672505
319	2.138762061
320	2.12029773
321	2.113908142
322	2.101818658
323	2.095450142
324	2.090277115
325	2.076572042
326	2.065435166
327	2.05494029
328	2.047904601
329	2.040630666
330	2.027868842
331	2.021990109
332	2.008642901
333	2.000767145
334	1.991030451
335	1.979217082
336	1.967889735
337	1.959927982
338	1.953181856
339	1.946513235
340	1.93902134
341	1.929073296
342	1.919831788
343	1.913625796
344	1.906707138
345	1.897469007
346	1.890973457
347	1.88435048
348	1.877876335
349	1.872185457
350	1.86170811
351	1.851303515
352	1.84443751
353	1.840198442
354	1.829188019
355	1.821707388
356	1.813800298
357	1.805322157
358	1.794206228
359	1.788436893
360	1.78377669
361	1.774708097
362	1.762880733
363	1.756478917
364	1.74954759
365	1.741125306
366	1.734123347
367	1.729063466
368	1.71632939
369	1.709473762
370	1.702165306
371	1.697296116
372	1.694525245
373	1.689686997
374	1.681166051
375	1.672001162
376	1.667986366
377	1.660879147
378	1.654595774
379	1.646159896
380	1.641278869
381	1.63180233
382	1.623992984
383	1.614394663
384	1.60899221
385	1.599202284
386	1.591586518
387	1.58213356
388	1.572920526
389	1.566821066
390	1.557710505
391	1.553075449
392	1.546532301
393	1.540757542
394	1.538480151
395	1.529185794
396	1.520865758
397	1.516372818
398	1.50867099
399	1.502268957
400	1.49392807
401	1.48520534
402	1.474849081
403	1.467542015
404	1.463530868
405	1.454311203
406	1.449135873
407	1.445248892
408	1.441157738
409	1.434025627
410	1.427591464
411	1.422341271
412	1.413975991
413	1.40670885
414	1.400364062
415	1.396497127
416	1.389393859
417	1.382492834
418	1.375461067
419	1.370630242
420	1.368056788
421	1.3620574
422	1.358798382
423	1.352915335
424	1.348770647
425	1.34226804
426	1.336130234
427	1.330005377
428	1.325480138
429	1.323437
430	1.318016574
431	1.312509967
432	1.308559785
433	1.304448867
434	1.299721778
435	1.293773451
436	1.287283343
437	1.282504557
438	1.278659629
439	1.274293141
440	1.270524267
441	1.264278649
442	1.261446021
443	1.253502923
444	1.245117552
445	1.23829368
446	1.234622182
447	1.228910147
448	1.224013534
449	1.219273694
450	1.213854839
451	1.209077944
452	1.204801927
453	1.199584794
454	1.196647376
455	1.194267052
456	1.185375169
457	1.18045142
458	1.177613467
459	1.173392519
460	1.170540502
461	1.16444285
462	1.160466161
463	1.156931948
464	1.154518159
465	1.149346338
466	1.144912831
467	1.140349773
468	1.135721817
469	1.130739239
470	1.127289988
471	1.122606306
472	1.117695734
473	1.114443805
474	1.110427622
475	1.106331614
476	1.103269651
477	1.099041495
478	1.096338373
479	1.094721439
480	1.090577491
481	1.087542167
482	1.083357473
483	1.080973698
484	1.079282628
485	1.07610016
486	1.06943784
487	1.063709269
488	1.060491429
489	1.057700338
490	1.053068811
491	1.048507916
492	1.047198286
493	1.041570483
494	1.039438046
495	1.037135298
496	1.032305927
497	1.02906893
498	1.026737929
499	1.023902666
500	1.020100379
501	1.017874626
502	1.014387631
503	1.01155007
504	1.008386027
505	1.00053909
506	0.9955243597
507	0.9920989377
508	0.9896919688
509	0.9859825496
510	0.9817383497
511	0.979399051
512	0.976886843
513	0.9753340756
514	0.9724105538
515	0.9694213617
516	0.9672594023
517	0.9627367864
518	0.9613124028
519	0.9583592634
520	0.9540774346
521	0.9521148199
522	0.9499583398
523	0.9463950314
524	0.94315381
525	0.9411263903
526	0.9386086248
527	0.9357824534
528	0.9338638587
529	0.9321221064
530	0.928921528
531	0.9262305977
532	0.9252277981
533	0.9217214373
534	0.9178813826
535	0.9150541719
536	0.9097133311
537	0.9070771683
538	0.9034477307
539	0.9008799927
540	0.8981041157
541	0.8956452332
542	0.8932891587
543	0.891695329
544	0.8903022528
545	0.8886311252
546	0.886849163
547	0.8847249749
548	0.8817094685
549	0.8783861165
550	0.8759250624
551	0.8719143609
552	0.8694538199
553	0.8668045001
554	0.8648085797
555	0.8618793546
556	0.8587867182
557	0.8562330116
558	0.8538374736
559	0.8517114199
560	0.8481924499
561	0.8460347042
562	0.8442169843
563	0.841604156
564	0.8391552579
565	0.8368770953
566	0.8352023019
567	0.8330176056
568	0.8311698413
569	0.8285076535
570	0.8273748915
571	0.8256570412
572	0.8242781731
573	0.8209772241
574	0.8188805117
575	0.8177529017
576	0.8135038519
577	0.8119642011
578	0.8103325799
579	0.8087020127
580	0.8073474283
581	0.8047743338
582	0.8007492276
583	0.7979468631
584	0.7952702653
585	0.7938757225
586	0.7917177384
587	0.7903375385
588	0.7845802135
589	0.782007789
590	0.7793221902
591	0.7753891519
592	0.7726198273
593	0.7709787474
594	0.7694132746
595	0.766295485
596	0.763618478
597	0.7610715931
598	0.7594828718
599	0.7577972585
600	0.7556029053
601	0.7539826844
602	0.7511842378
603	0.750390146
604	0.7487361071
605	0.7474458578
606	0.7460100748
607	0.7430255318
608	0.7413603292
609	0.7393562529
610	0.7370684414
611	0.7359223613
612	0.7341169275
613	0.7327879967
614	0.7315592248
615	0.7307496473
616	0.7286007452
617	0.7276161929
618	0.7262003178
619	0.7252317376
620	0.7233444818
621	0.7218532664
622	0.7211366924
623	0.7182330728
624	0.7172536949
625	0.714784531
626	0.7130666801
627	0.7121033074
628	0.710727369
629	0.7087950016
630	0.708140057
631	0.7066585183
632	0.7057468708
633	0.7036756979
634	0.7030595478
635	0.7024757357
636	0.7013920817
637	0.7006354329
638	0.698314354
639	0.6972602771
640	0.6957425418
641	0.6948251628
642	0.6924983045
643	0.6914141009
644	0.6874135757
645	0.6866793829
646	0.6831373204
647	0.6818999286
648	0.6809944172
649	0.6790900509
650	0.6778744457
651	0.6759738753
652	0.6754020645
653	0.674639854
654	0.672400164
655	0.6717971404
656	0.6705742007
657	0.6677143245
658	0.6670370256
659	0.665214602
660	0.6631762729
661	0.6617798296
662	0.6596342081
663	0.6562783604
664	0.6556072653
665	0.6543330317
666	0.6533522397
667	0.6521431503
668	0.6517257552
669	0.650613286
670	0.6487232505
671	0.6471346365
672	0.6460701956
673	0.6452624453
674	0.6444512804
675	0.6425630015
676	0.6413446623
677	0.6400800574
678	0.6392649782
679	0.6367618589
680	0.6356977982
681	0.6349530302
682	0.6340611322
683	0.6323776451
684	0.6317637496
685	0.6303116547
686	0.629166798
687	0.6283465739
688	0.6275869933
689	0.6252527525
690	0.6238572666
691	0.6233014598
692	0.6213175298
693	0.6194359124
694	0.6175711906
695	0.615585785
696	0.6121362146
697	0.6103363472
698	0.6092671559
699	0.6075049796
700	0.6066858139
701	0.6056457798
702	0.6049749761
703	0.602344285
704	0.6019692347
705	0.5992071702
706	0.5979083524
707	0.5952580759
708	0.593652688
709	0.5930447056
710	0.5916625926
711	0.5896827625
712	0.5881371409
713	0.5862787766
714	0.5850003671
715	0.5838377975
716	0.5819944615
717	0.5812693012
718	0.5800794434
719	0.579579403
720	0.578547773
721	0.5773874528
722	0.5767703772
723	0.5755831647
724	0.5751019625
725	0.5744566249
726	0.5729145474
727	0.5721303712
728	0.5707347058
729	0.5690539627
730	0.5684193511
731	0.5675234509
732	0.5667617389
733	0.566071195
734	0.5653896254
735	0.5638203752
736	0.5633004055
737	0.5608442645
738	0.5601603436
739	0.559221012
740	0.5582289603
741	0.5569015141
742	0.555475244
743	0.5548005165
744	0.5526550173
745	0.5522101072
746	0.5510530466
747	0.5496137566
748	0.5489561384
749	0.5474235749
750	0.5466274002
751	0.5456374751
752	0.5439889209
753	0.5424354587
754	0.5411524656
755	0.540213929
756	0.5398397367
757	0.5393100163
758	0.5385012761
759	0.5379629269
760	0.5368591508
761	0.5366185115
762	0.5345018186
763	0.5336587441
764	0.5318627898
765	0.5313653547
766	0.5305924241
767	0.5283047574
768	0.5275681081
769	0.5265505628
770	0.5255676955
771	0.5236438099
772	0.5227738079
773	0.5216565279
774	0.520582235
775	0.5204210378
776	0.519946186
777	0.5185480156
778	0.5180350223
779	0.5167649391
780	0.5158788758
781	0.5154255184
782	0.5149426203
783	0.5140095435
784	0.5134045247
785	0.5131184232
786	0.5126397724
787	0.5122044873
788	0.5114697087
789	0.5105446537
790	0.5098821614
791	0.5094120782
792	0.5087117317
793	0.5066922276
794	0.5060182974
795	0.5051341184
796	0.5044087545
797	0.5039177902
798	0.5032663612
799	0.5027928387
800	0.5019151483
801	0.5008684048
802	0.500419369
803	0.4993984792
804	0.4989714043
805	0.4976122005
806	0.4961924721
807	0.4949894199
808	0.4946601892
809	0.4943373411
810	0.4932116327
811	0.492081762
812	0.4907457364
813	0.4899204815
814	0.4892906934
815	0.4887700486
816	0.4880857737
817	0.4874856016
818	0.4871444
819	0.4867614156
820	0.4862236348
821	0.4855792293
822	0.4851780786
823	0.4848425883
824	0.4838654774
825	0.4828781434
826	0.4824816266
827	0.4819402422
828	0.4814942357
829	0.480893363
830	0.4804555141
831	0.4803093208
832	0.4795068101
833	0.4790515945
834	0.4783408953
835	0.4776857246
836	0.4773283436
837	0.4766654028
838	0.4758945534
839	0.4751484896
840	0.4745185088
841	0.4738278694
842	0.4734888141
843	0.4730970009
844	0.4725796754
845	0.4715150752
846	0.4703355473
847	0.4696957114
848	0.4687199634
849	0.4672821295
850	0.4664278
851	0.4659259688
852	0.4649228113
853	0.4647556779
854	0.4642807278
855	0.4639553773
856	0.4636345965
857	0.4624803711
858	0.4614232542
859	0.4608618989
860	0.460466974
861	0.4592837451
862	0.4587754978
863	0.4584407949
864	0.4576410013
865	0.4571789313
866	0.4564502177
867	0.45617502
868	0.4553951507
869	0.4548552244
870	0.454466726
871	0.4537197629
872	0.453541813
873	0.4533452583
874	0.4527339502
875	0.4525867529
876	0.4523424891
877	0.4519674297
878	0.4516422106
879	0.4509812038
880	0.4504642702
881	0.4497955016
882	0.4495021594
883	0.4493847378
884	0.449191751
885	0.4486291578
886	0.4483918205
887	0.448240537
888	0.4477127293
889	0.4474118028
890	0.4469655716
891	0.445827034
892	0.4454637868
893	0.4450297834
894	0.4443096457
895	0.4441596565
896	0.4440230289
897	0.4434695874
898	0.4427469593
899	0.4424047957
900	0.4420965652
901	0.4417175737
902	0.4413011082
903	0.4405300333
904	0.4401843405
905	0.439635885
906	0.4393418226
907	0.4382107208
908	0.4380291927
909	0.4376734945
910	0.4374507454
911	0.4372485842
912	0.4363110813
913	0.4356090593
914	0.4350950502
915	0.434741571
916	0.4341247555
917	0.433822087
918	0.4334642396
919	0.4331313097
920	0.432113601
921	0.4319358229
922	0.4315741494
923	0.4310003869
924	0.430759715
925	0.4303087424
926	0.4294388937
927	0.4288165974
928	0.4282067343
929	0.4279924187
930	0.4273025638
931	0.4269037418
932	0.4261821008
933	0.425277971
934	0.424941171
935	0.4247636088
936	0.4237069589
937	0.4234917658
938	0.4232969078
939	0.4229042513
940	0.4223624482
941	0.4219832993
942	0.4217682022
943	0.4215185699
944	0.4206901884
945	0.4203279134
946	0.4201073543
947	0.4199281134
948	0.4187730841
949	0.4185232649
950	0.4182835828
951	0.4168554437
952	0.4164395672
953	0.4161393687
954	0.4159458277
955	0.4156663609
956	0.4146953202
957	0.4142377841
958	0.4135736314
959	0.4130413512
960	0.4128511717
961	0.4126875188
962	0.4125621716
963	0.4119758279
964	0.4115053549
965	0.4105159108
966	0.4099789123
967	0.4091638957
968	0.4088634548
969	0.4085076936
970	0.4074769509
971	0.4066912317
972	0.4063161149
973	0.4050728401
974	0.4048045406
975	0.4043263614
976	0.4039334943
977	0.4033423698
978	0.4029265817
979	0.4025566356
980	0.4022751304
981	0.4020666255
982	0.4018409717
983	0.4015340095
984	0.4010994485
985	0.4002902192
986	0.4001719671
987	0.3995986278
988	0.3990162335
989	0.3986737594
990	0.3983379234
991	0.3976193314
992	0.3966126521
993	0.3962143893
994	0.3957921703
995	0.3949147188
996	0.3946441958
997	0.3945303848
998	0.3934289095
999	0.3927665879
1000	0.392539727
1001	0.3920650156
1002	0.3915172621
1003	0.3913030606
1004	0.3909645496
1005	0.3905847555
1006	0.3896251942
1007	0.3892120597
1008	0.3890339997
1009	0.3887534651
1010	0.3884305057
1011	0.3878683966
1012	0.3872776714
1013	0.386716303
1014	0.3857984736
1015	0.3854595247
1016	0.3853786312
1017	0.3848675119
1018	0.3845667303
1019	0.3842313045
1020	0.3840499911
1021	0.3834357248
1022	0.3828408922
1023	0.3825724582
1024	0.3816630992
1025	0.3810325588
1026	0.3805048625
1027	0.3802373103
1028	0.3800148057
1029	0.3794595628
1030	0.3787027203
1031	0.3781124665
1032	0.3779300995
1033	0.3777007154
1034	0.3776294614
1035	0.377390822
1036	0.3771314154
1037	0.3767080222
1038	0.3759140876
1039	0.3755910049
1040	0.3749547541
1041	0.3748971708
1042	0.3745996831
1043	0.3742646035
1044	0.3740125561
1045	0.3736638307
1046	0.3728688003
1047	0.3718612019
1048	0.3714045214
1049	0.3711530305
1050	0.3708920813
1051	0.3698325093
1052	0.3694968244
1053	0.3693592555
1054	0.3689477153
1055	0.3687741664
1056	0.3685711354
1057	0.3681382193
1058	0.3675428765
1059	0.3669997934
1060	0.3668629799
1061	0.3666164765
1062	0.3662799385
1063	0.3660592369
1064	0.3658175295
1065	0.3655944125
1066	0.3653050786
1067	0.3651505959
1068	0.3650703406
1069	0.3646519139
1070	0.3643212748
1071	0.3638666873
1072	0.3632939629
1073	0.3627926904
1074	0.3622080064
1075	0.3619548073
1076	0.3615423417
1077	0.3614078422
1078	0.3612319643
1079	0.3608693814
1080	0.3604960851
1081	0.3602363207
1082	0.3599293313
1083	0.359554613
1084	0.3589826237
1085	0.3581428949
1086	0.3577596978
1087	0.3575382032
1088	0.3573267585
1089	0.3569814824
1090	0.3567584882
1091	0.3566465869
1092	0.3562394266
1093	0.3560896666
1094	0.3558932719
1095	0.3558413441
1096	0.3556217921
1097	0.3553034363
1098	0.3552431583
1099	0.3549499054
1100	0.354549313
1101	0.3543678862
1102	0.3540929722
1103	0.3532955482
1104	0.3529590719
1105	0.3528282772
1106	0.352686164
1107	0.3524408846
1108	0.3523046918
1109	0.3520735661
1110	0.3516537542
1111	0.3515113249
1112	0.3509253316
1113	0.3507723287
1114	0.3505973808
1115	0.3504992501
1116	0.3501999737
1117	0.3500922107
1118	0.3499609423
1119	0.3496761822
1120	0.3493331655
1121	0.3483263735
1122	0.3482052338
1123	0.3480359883
1124	0.3479946108
1125	0.3478633126
1126	0.3476511987
1127	0.3470519366
1128	0.3468258557
1129	0.3459328144
1130	0.344965586
1131	0.3447728462
1132	0.344341906
1133	0.3440093211
1134	0.3439042616
1135	0.3436618049
1136	0.3432495219
1137	0.3430237199
1138	0.3427780974
1139	0.3425486053
1140	0.3421849944
1141	0.3420187539
1142	0.3409053847
1143	0.3408197681
1144	0.3393462068
1145	0.3392877388
1146	0.3388922242
1147	0.3385574371
1148	0.338356173
1149	0.3378083925
1150	0.33758458
1151	0.3375210343
1152	0.3370838021
1153	0.3370260899
1154	0.336831426
1155	0.3364553463
1156	0.3359093654
1157	0.3354852171
1158	0.3346504779
1159	0.3343791336
1160	0.3342493613
1161	0.3339477484
1162	0.3337780216
1163	0.3336678702
1164	0.3335085184
1165	0.3334437985
1166	0.3331688866
1167	0.3329611924
1168	0.3327469978
1169	0.3326966135
1170	0.332475369
1171	0.3314051656
1172	0.3307693886
1173	0.3304467997
1174	0.3303180264
1175	0.3302124755
1176	0.3294269629
1177	0.3290120072
1178	0.3286702644
1179	0.3277541055
1180	0.3270440098
1181	0.3270043157
1182	0.3265786377
1183	0.3261965094
1184	0.3256995787
1185	0.3255728795
1186	0.3251990152
1187	0.3251021734
1188	0.3249043682
1189	0.3248126769
1190	0.3242955422
1191	0.3242057437
1192	0.3239723726
1193	0.3238221504
1194	0.3236345842
1195	0.3235935346
1196	0.3227926173
1197	0.3226103644
1198	0.3225287451
1199	0.3223727669
1200	0.3219797238
1201	0.3217055716
1202	0.3213851245
1203	0.3213064494
1204	0.3212224908
1205	0.3209602717
1206	0.3208289188
1207	0.3206952072
1208	0.3203652931
1209	0.3199846145
1210	0.3199674958
1211	0.3198183577
1212	0.3195457992
1213	0.3194482805
1214	0.3181808306
1215	0.3180844938
1216	0.3179153021
1217	0.3177300431
1218	0.3172083307
1219	0.3170986579
1220	0.3170213057
1221	0.3168444376
1222	0.316774288
1223	0.3164473268
1224	0.3162153639
1225	0.3161411815
1226	0.3156518492
1227	0.3155014779
1228	0.3154300347
1229	0.3152461798
1230	0.3151972679
1231	0.3150221538
1232	0.3148084682
1233	0.3146208478
1234	0.3145673275
1235	0.3141468727
1236	0.3135275999
1237	0.3134208888
1238	0.3129277151
1239	0.3126361014
1240	0.3123707598
1241	0.3122811274
1242	0.3121114598
1243	0.3120744249
1244	0.3119793205
1245	0.3114562929
1246	0.3113115894
1247	0.3110729837
1248	0.3106494044
1249	0.310511837
1250	0.3101294516
1251	0.3096935713
1252	0.3094686466
1253	0.3093275334
1254	0.3092801882
1255	0.3089499908
1256	0.3088050953
1257	0.30851979
1258	0.3084576266
1259	0.3080025363
1260	0.3078945332
1261	0.3074805344
1262	0.3071709234
1263	0.307095964
1264	0.3068771456
1265	0.3066187148
1266	0.3065387977
1267	0.3063132867
1268	0.3060344426
1269	0.3058534555
1270	0.3058117748
1271	0.305574226
1272	0.3053921098
1273	0.305196256
1274	0.3051160806
1275	0.3049976357
1276	0.3048055893
1277	0.3044892048
1278	0.3038359284
1279	0.303677077
1280	0.3036160925
1281	0.3031351705
1282	0.3027976849
1283	0.3026436573
1284	0.3025961075
1285	0.302499683
1286	0.3022707203
1287	0.3019327188
1288	0.3018404604
1289	0.3017094854
1290	0.3013844135
1291	0.3011095622
1292	0.3007340619
1293	0.3005904489
1294	0.3004368564
1295	0.3004004482
1296	0.299770841
1297	0.2995189675
1298	0.2990569905
1299	0.29888923
1300	0.2986420186
1301	0.2983392347
1302	0.297906246
1303	0.297834422
1304	0.2974584913
1305	0.2972707464
1306	0.2972209528
1307	0.2971770055
1308	0.2967241669
1309	0.2965926137
1310	0.296523317
1311	0.296444395
1312	0.2960975879
1313	0.2960261495
1314	0.2951409608
1315	0.2946316742
1316	0.2943934301
1317	0.293981826
1318	0.2935163962
1319	0.293403952
1320	0.2933467034
1321	0.2930483117
1322	0.2929114889
1323	0.2927916436
1324	0.2926819825
1325	0.2919052942
1326	0.2918153857
1327	0.2911404622
1328	0.2909087435
1329	0.2907825931
1330	0.2905719607
1331	0.2904729011
1332	0.2901734647
1333	0.2896614507
1334	0.2894899438
1335	0.2889035558
1336	0.2884561985
1337	0.2884022717
1338	0.2883595075
1339	0.2879993451
1340	0.2878795017
1341	0.2872843044
1342	0.2870803844
1343	0.2870036523
1344	0.2868623542
1345	0.2867488571
1346	0.2867134347
1347	0.2862309851
1348	0.2860615534
1349	0.2855737782
1350	0.2852324565
1351	0.2850008524
1352	0.2848372747
1353	0.2847642481
1354	0.2846536135
1355	0.2844702383
1356	0.2844310876
1357	0.2842913317
1358	0.2841349783
1359	0.2840798016
1360	0.2838598721
1361	0.2837212849
1362	0.2836461886
1363	0.2835440823
1364	0.2833264443
1365	0.2830024948
1366	0.2824231925
1367	0.2821246421
1368	0.2818474252
1369	0.2817335166
1370	0.2815292542
1371	0.2813549836
1372	0.2811036517
1373	0.2810171982
1374	0.2809304202
1375	0.280880647
1376	0.2807852216
1377	0.2805548552
1378	0.280203799
1379	0.2798727967
1380	0.2797280961
1381	0.2796096955
1382	0.2794584208
1383	0.2793906025
1384	0.2791708505
1385	0.2791048113
1386	0.2790635709
1387	0.2789764727
1388	0.2788838464
1389	0.2785222718
1390	0.2783645568
1391	0.278281362
1392	0.2782222424
1393	0.2780193758
1394	0.2779350616
1395	0.2778837982
1396	0.2774702594
1397	0.2771997838
1398	0.2770946981
1399	0.2768298004
1400	0.2767483868
1401	0.2766514604
1402	0.2763449839
1403	0.2759978835
1404	0.2757285558
1405	0.2755299653
1406	0.2754172292
1407	0.2753309657
1408	0.2752290683
1409	0.2751674556
1410	0.2744212431
1411	0.2743735804
1412	0.2742711493
1413	0.2740819345
1414	0.2738575535
1415	0.2737694103
1416	0.2737087939
1417	0.2735993853
1418	0.2733219283
1419	0.2731845044
1420	0.2730796738
1421	0.2728713997
1422	0.2728083343
1423	0.2727556216
1424	0.2727094961
1425	0.272500875
1426	0.2720293257
1427	0.2714554417
1428	0.2713836578
1429	0.2713237677
1430	0.2711870412
1431	0.2711252044
1432	0.2710183294
1433	0.2707720438
1434	0.2706979148
1435	0.2706499571
1436	0.270575988
1437	0.2704283758
1438	0.2702035932
1439	0.2701130185
1440	0.2700509358
1441	0.2699929971
1442	0.2699649982
1443	0.2699039536
1444	0.2697980422
1445	0.2697760717
1446	0.2693621883
1447	0.2692430495
1448	0.2691979929
1449	0.2690509724
1450	0.2688971679
1451	0.2688764206
1452	0.2687020668
1453	0.2685758586
1454	0.2684109353
1455	0.2683789389
1456	0.2679427155
1457	0.2678349741
1458	0.2677242982
1459	0.267602567
1460	0.2674871675
1461	0.2674105242
1462	0.2671663549
1463	0.2670853115
1464	0.2670056539
1465	0.2668899049
1466	0.2667847443
1467	0.2662846773
1468	0.2662175631
1469	0.2659504579
1470	0.2659225841
1471	0.2656404033
1472	0.2655891299
1473	0.2655630037
1474	0.2652691238
1475	0.2650788762
1476	0.2649188699
1477	0.2648495007
1478	0.2648161918
1479	0.2644925745
1480	0.2643207901
1481	0.2641672145
1482	0.2640085178
1483	0.2636732117
1484	0.2634253401
1485	0.2632559982
1486	0.2632359057
1487	0.2629247319
1488	0.2628413194
1489	0.2627736575
1490	0.262162997
1491	0.2621063609
1492	0.2619707997
1493	0.2619124447
1494	0.2618105187
1495	0.2616929781
1496	0.2614969021
1497	0.2611299725
1498	0.2610679706
1499	0.260940101
1500	0.2607783842
1501	0.2606078442
1502	0.2604100808
1503	0.2602899253
1504	0.2601293056
1505	0.2598229863
1506	0.2597644576
1507	0.2596767001
1508	0.2591851964
1509	0.2589304836
1510	0.2587629027
1511	0.2586227713
1512	0.2585896312
1513	0.2581248439
1514	0.2580759413
1515	0.257996813
1516	0.2579781219
1517	0.2576241134
1518	0.2573827844
1519	0.2571537033
1520	0.257061718
1521	0.2567417574
1522	0.2566565258
1523	0.2565896789
1524	0.2565029694
1525	0.2561807595
1526	0.2557712272
1527	0.255597851
1528	0.2553545797
1529	0.2553191991
1530	0.2552523571
1531	0.2550115045
1532	0.254897121
1533	0.254505183
1534	0.2543510818
1535	0.2543336307
1536	0.2542357017
1537	0.2541693567
1538	0.2539776587
1539	0.2537667184
1540	0.2536307964
1541	0.253416059
1542	0.2531755527
1543	0.2530883761
1544	0.2530595402
1545	0.2530140409
1546	0.2527637584
1547	0.2526654831
1548	0.2526313959
1549	0.2525808085
1550	0.2525641049
1551	0.2523878901
1552	0.2523172316
1553	0.252239089
1554	0.2519089893
1555	0.2518641681
1556	0.2514721201
1557	0.2514418093
