iter	RMSE
1558	0.2513890408
1559	0.2513614248
1560	0.2512513191
1561	0.2510128086
1562	0.2506708432
1563	0.2504446858
1564	0.2502595391
1565	0.2502035252
1566	0.250098765
1567	0.2499308427
1568	0.2497150598
1569	0.2495922143
1570	0.2495340106
1571	0.2495198698
1572	0.2494439679
1573	0.2491409829
1574	0.2491004367
1575	0.2490371059
1576	0.2489819092
1577	0.2489104659
1578	0.2488296841
1579	0.2487252565
1580	0.2486567262
1581	0.2486387633
1582	0.2483438797
1583	0.2481078582
1584	0.2479300794
1585	0.2478771823
1586	0.2478191385
1587	0.2470128437
1588	0.2467999204
1589	0.2467072687
1590	0.2465787959
1591	0.2463606007
1592	0.2460418304
1593	0.2458918406
1594	0.2456435418
1595	0.2455621112
1596	0.2452902675
1597	0.2452561361
1598	0.2452333318
1599	0.2451184393
1600	0.2445921241
1601	0.244268805
1602	0.2440645595
1603	0.243841312
1604	0.2437965378
1605	0.2435032361
1606	0.2434474436
1607	0.2433316076
1608	0.2430739089
1609	0.2426213759
1610	0.2425022553
1611	0.2424065946
1612	0.2423699424
1613	0.2418852761
1614	0.2417255746
1615	0.2415937816
1616	0.2415614807
1617	0.2414817634
1618	0.2413567788
1619	0.2412063619
1620	0.2410487853
1621	0.241012187
1622	0.2409629876
1623	0.2409165425
1624	0.2409005063
1625	0.2407299624
1626	0.2405735956
1627	0.2403003526
1628	0.2402139901
1629	0.2400688337
1630	0.239854892
1631	0.2398056442
1632	0.2396799383
1633	0.2395468233
1634	0.2394716479
1635	0.2394145446
1636	0.2393603555
1637	0.2392558899
1638	0.2391973794
1639	0.239110356
1640	0.238874947
1641	0.2388421324
1642	0.2387987351
1643	0.2387539281
1644	0.2387120046
1645	0.2386135677
1646	0.2385826828
1647	0.2384088721
1648	0.2379769255
1649	0.2378890526
1650	0.2378057878
1651	0.2376347909
1652	0.2375432614
1653	0.2374281941
1654	0.2367383245
1655	0.2361649769
1656	0.2361172335
1657	0.2360295842
1658	0.2357239414
1659	0.2356449867
1660	0.2355103166
1661	0.235445633
1662	0.2353361184
1663	0.2353012544
1664	0.2352820199
1665	0.2352229138
1666	0.2351530358
1667	0.2351012904
1668	0.2349963409
1669	0.2349854502
1670	0.2349479149
1671	0.2349221212
1672	0.234817693
1673	0.2345797152
1674	0.2344682645
1675	0.2343559648
1676	0.2343114167
1677	0.2342810957
1678	0.2342374042
1679	0.2341432659
1680	0.2340402929
1681	0.2340101081
1682	0.2339328255
1683	0.2338076977
1684	0.2337337643
1685	0.2336130671
1686	0.2335063065
1687	0.2334866255
1688	0.233425698
1689	0.233244853
1690	0.2329779281
1691	0.2328768129
1692	0.2327541134
1693	0.2325092549
1694	0.232463513
1695	0.2321882568
1696	0.2320928142
1697	0.2320014502
1698	0.2318813625
1699	0.2317927732
1700	0.2317200327
1701	0.2314481706
1702	0.231377228
1703	0.2313216159
1704	0.2312990809
1705	0.2312765361
1706	0.2312334832
1707	0.2311625426
1708	0.231145513
1709	0.231097321
1710	0.23101717
1711	0.2309762198
1712	0.2309219153
1713	0.230815919
1714	0.2307675676
1715	0.2307193194
1716	0.2306907404
1717	0.2305625223
1718	0.2303047895
1719	0.230083004
1720	0.2300456994
1721	0.2300149828
1722	0.2298001854
1723	0.2297467714
1724	0.2297365121
1725	0.2296949465
1726	0.2296086799
1727	0.229313432
1728	0.2293041873
1729	0.2292242002
1730	0.2291074582
1731	0.2289818024
1732	0.2288953051
1733	0.2285813357
1734	0.2284607627
1735	0.2283462643
1736	0.2283157772
1737	0.2282066683
1738	0.2281663216
1739	0.2281210616
1740	0.2279208484
1741	0.2273653908
1742	0.2270363676
1743	0.2269872188
1744	0.2268193413
1745	0.2267327263
1746	0.2266639074
1747	0.2266177088
1748	0.2264565245
1749	0.2263974397
1750	0.2262158852
1751	0.2261846562
1752	0.225907383
1753	0.2255128361
1754	0.2254136467
1755	0.2251115494
1756	0.2250348675
1757	0.2249092075
1758	0.2248432498
1759	0.2247683998
1760	0.224683353
1761	0.2244189927
1762	0.2243978388
1763	0.2243811116
1764	0.2243681672
1765	0.2243106619
1766	0.2242251615
1767	0.2241392163
1768	0.2240250773
1769	0.2239211027
1770	0.2237917092
1771	0.2237534648
1772	0.2236568391
1773	0.2232100916
1774	0.2231357408
1775	0.223053315
1776	0.2230246214
1777	0.2230074394
1778	0.2229805146
1779	0.2229354295
1780	0.2228017625
1781	0.2227772154
1782	0.2225737617
1783	0.2225314458
1784	0.2225119693
1785	0.2224462021
1786	0.222431797
1787	0.2223139661
1788	0.2222688164
1789	0.2219665938
1790	0.2219457088
1791	0.2218643496
1792	0.2217782914
1793	0.221418064
1794	0.2213689908
1795	0.2212760669
1796	0.2211659128
1797	0.2211190307
1798	0.2210965045
1799	0.2210690315
1800	0.2210045782
1801	0.220910696
1802	0.2208755598
1803	0.2206636455
1804	0.2206004251
1805	0.2204748391
1806	0.2204161441
1807	0.220355685
1808	0.2202028931
1809	0.2201622199
1810	0.2201489799
1811	0.22006477
1812	0.2198370867
1813	0.2197274966
1814	0.2196698875
1815	0.2195629295
1816	0.2195267675
1817	0.2193802563
1818	0.219314941
1819	0.2192059011
1820	0.2191875528
1821	0.2191656156
1822	0.2183938538
1823	0.218302746
1824	0.2182546817
1825	0.2182256927
1826	0.2181851782
1827	0.2181474134
1828	0.2180903142
1829	0.2180625185
1830	0.2179690887
1831	0.2178970939
1832	0.217803241
1833	0.2177703733
1834	0.2177259468
1835	0.2176232644
1836	0.2175493762
1837	0.217416335
1838	0.2173158889
1839	0.2170311731
1840	0.2169264501
1841	0.2167759055
1842	0.2167495821
1843	0.216582873
1844	0.2163196541
1845	0.2161982341
1846	0.215892302
1847	0.2158703852
1848	0.2157933601
1849	0.2157648483
1850	0.2157376904
1851	0.215703231
1852	0.2156834208
1853	0.2156559939
1854	0.215569018
1855	0.2154552584
1856	0.2154087763
1857	0.2153864542
1858	0.2152131566
1859	0.2151893479
1860	0.2151730067
1861	0.2151533908
1862	0.2151176951
1863	0.2146967689
1864	0.2146901672
1865	0.2146494971
1866	0.214614993
1867	0.2146044002
1868	0.214470914
1869	0.2144414866
1870	0.2143810665
1871	0.2143339854
1872	0.2143106321
1873	0.2142955174
1874	0.2142653662
1875	0.2142392632
1876	0.2141455249
1877	0.214131921
1878	0.214076316
1879	0.2139890239
1880	0.2139103679
1881	0.2138037901
1882	0.2137204734
1883	0.2136737771
1884	0.2136387726
1885	0.2134901316
1886	0.2134765186
1887	0.2134370711
1888	0.2134168382
1889	0.2134012109
1890	0.2131284025
1891	0.2128472505
1892	0.2127802084
1893	0.2124405528
1894	0.2123292059
1895	0.2122063488
1896	0.2121729346
1897	0.2121470918
1898	0.2119678232
1899	0.2117868554
1900	0.2117433635
1901	0.2115380582
1902	0.2115047032
1903	0.2114705845
1904	0.2114324778
1905	0.2112587755
1906	0.2112386558
1907	0.2111146356
1908	0.2110362547
1909	0.2108877715
1910	0.2108601756
1911	0.2108076193
1912	0.2107138601
1913	0.2106484149
1914	0.2106189832
1915	0.2105959713
1916	0.2105035424
1917	0.2104330611
1918	0.210354534
1919	0.2103116992
1920	0.2102511039
1921	0.2101514141
1922	0.2100053934
1923	0.2099680836
1924	0.2098366661
1925	0.209787809
1926	0.209711451
1927	0.2096838582
1928	0.2096676617
1929	0.2096521125
1930	0.2096294602
1931	0.2096172349
1932	0.2096050255
1933	0.2095222358
1934	0.209433853
1935	0.2092014163
1936	0.2091443588
1937	0.2090231994
1938	0.2084975432
1939	0.2084716044
1940	0.2084446839
1941	0.2083927481
1942	0.2083009066
1943	0.2082748931
1944	0.2081144884
1945	0.2080180405
1946	0.2079378384
1947	0.2079071006
1948	0.207892753
1949	0.2076664576
1950	0.2075202173
1951	0.2073697294
1952	0.2073339549
1953	0.2070880664
1954	0.206810243
1955	0.2067683687
1956	0.2063811416
1957	0.206341926
1958	0.2062911341
1959	0.2062712821
1960	0.2061729318
1961	0.2061634697
1962	0.2060486631
1963	0.2059750578
1964	0.2058962783
1965	0.205857741
1966	0.2058400747
1967	0.2057387644
1968	0.2056547489
1969	0.205640117
1970	0.2055856157
1971	0.205551405
1972	0.2054882692
1973	0.2053389749
1974	0.2052374853
1975	0.205192053
1976	0.2051741593
1977	0.2051010732
1978	0.2050670283
1979	0.2050632962
1980	0.2049373338
1981	0.2049163892
1982	0.2048606486
1983	0.2047490878
1984	0.2047160148
1985	0.2046296284
1986	0.2045069281
1987	0.2044633543
1988	0.2044301156
1989	0.2043923169
1990	0.2043698835
1991	0.2042776756
1992	0.204251585
1993	0.2041672051
1994	0.2040751278
1995	0.2040581785
1996	0.2040388098
1997	0.2040218832
1998	0.2040060148
1999	0.2039808808
